timeseq,forvar,forvarN,ind_fe,ind_fr,yyyy,qq,tm
134,"gf","gf, federal government spending",-4.93058,1.604437,1993,2,1993.25
134,"gs","gs, state government spending",.482545,.1420782,1993,2,1993.25
134,"gy","gy (growth rate of output)",.590366,.0074928,1993,2,1993.25
134,"hs","hs (housing starts)",.02595,-.0230606,1993,2,1993.25
134,"ip","ip (industrial production)",.477906,-.0399003,1993,2,1993.25
134,"nri","nri, non-residential investment",6.75854,.2949843,1993,2,1993.25
134,"pi","pi (inflation)",-.85536,.0819299,1993,2,1993.25
134,"ri","ri, residential investment",.607855,1.811352,1993,2,1993.25
134,"ue","ue (unemployment rate)",-.080101,-.0447981,1993,2,1993.25
135,"3tb","3tb, 3 month t-bills interest rate",.319109,-.0852701,1993,3,1993.5
135,"aaa","aaa, interest rate",.15204,-.3836666,1993,3,1993.5
135,"c","c, consumption",.770156,-.3067002,1993,3,1993.5
135,"cpi","cpi, cpi inflation",-.55206,-.3056774,1993,3,1993.5
135,"gf","gf, federal government spending",-1.6931,-.308608,1993,3,1993.5
135,"gs","gs, state government spending",.707198,-.1345511,1993,3,1993.5
135,"gy","gy (growth rate of output)",1.23671,-.3450165,1993,3,1993.5
135,"hs","hs (housing starts)",.053431,-.0084146,1993,3,1993.5
135,"ip","ip (industrial production)",1.64825,-.5312151,1993,3,1993.5
135,"nri","nri, non-residential investment",7.46398,-.9263685,1993,3,1993.5
135,"pi","pi (inflation)",-.896204,-.0080336,1993,3,1993.5
135,"ri","ri, residential investment",1.75715,.9308219,1993,3,1993.5
135,"ue","ue (unemployment rate)",-.28439,.0899965,1993,3,1993.5
136,"3tb","3tb, 3 month t-bills interest rate",.749455,-.0867779,1993,4,1993.75
136,"aaa","aaa, interest rate",.853425,-.3984112,1993,4,1993.75
136,"c","c, consumption",.797442,.2982646,1993,4,1993.75
136,"cpi","cpi, cpi inflation",-.346751,-.2698838,1993,4,1993.75
136,"gf","gf, federal government spending",-4.06984,.2910874,1993,4,1993.75
136,"gs","gs, state government spending",.791197,-.3327147,1993,4,1993.75
136,"gy","gy (growth rate of output)",1.545,.2291818,1993,4,1993.75
136,"hs","hs (housing starts)",.05763,.0143369,1993,4,1993.75
136,"ip","ip (industrial production)",2.67163,.1139393,1993,4,1993.75
136,"nri","nri, non-residential investment",7.81923,.6182886,1993,4,1993.75
136,"pi","pi (inflation)",-.788323,-.1372772,1993,4,1993.75
136,"ri","ri, residential investment",1.64362,.2049884,1993,4,1993.75
136,"ue","ue (unemployment rate)",-.338885,-.096271,1993,4,1993.75
137,"3tb","3tb, 3 month t-bills interest rate",1.04246,.1339935,1994,1,1994
137,"aaa","aaa, interest rate",1.01212,.103696,1994,1,1994
137,"c","c, consumption",.164675,.1143761,1994,1,1994
137,"cpi","cpi, cpi inflation",-.467368,-.0104845,1994,1,1994
137,"gf","gf, federal government spending",-4.82694,.4933465,1994,1,1994
137,"gs","gs, state government spending",-.107354,.8541198,1994,1,1994
137,"gy","gy (growth rate of output)",.42806,.2266964,1994,1,1994
137,"hs","hs (housing starts)",-.004329,.0345666,1994,1,1994
137,"ip","ip (industrial production)",2.3557,.3476619,1994,1,1994
137,"nri","nri, non-residential investment",6.5792,.9026031,1994,1,1994
137,"pi","pi (inflation)",-.228724,-.235364,1994,1,1994
137,"ri","ri, residential investment",-3.56515,.5624327,1994,1,1994
137,"ue","ue (unemployment rate)",-.485251,-.0077009,1994,1,1994
138,"3tb","3tb, 3 month t-bills interest rate",.734439,.6308503,1994,2,1994.25
138,"aaa","aaa, interest rate",.224683,.8774444,1994,2,1994.25
138,"c","c, consumption",-.176986,.1792572,1994,2,1994.25
138,"cpi","cpi, cpi inflation",-.380562,.0992294,1994,2,1994.25
138,"gf","gf, federal government spending",-3.34647,.6017487,1994,2,1994.25
138,"gs","gs, state government spending",.269506,.4380485,1994,2,1994.25
138,"gy","gy (growth rate of output)",-.209323,.2479795,1994,2,1994.25
138,"hs","hs (housing starts)",.007748,-.024828,1994,2,1994.25
138,"ip","ip (industrial production)",1.89244,.0554707,1994,2,1994.25
138,"nri","nri, non-residential investment",4.30594,1.503538,1994,2,1994.25
138,"pi","pi (inflation)",-.411596,.0605534,1994,2,1994.25
138,"ri","ri, residential investment",-6.09527,-1.232616,1994,2,1994.25
138,"ue","ue (unemployment rate)",-.464837,-.1127943,1994,2,1994.25
139,"3tb","3tb, 3 month t-bills interest rate",.554759,.3071516,1994,3,1994.5
139,"aaa","aaa, interest rate",-.015188,.1445799,1994,3,1994.5
139,"c","c, consumption",.346477,-.1010274,1994,3,1994.5
139,"cpi","cpi, cpi inflation",-.478149,-.002474,1994,3,1994.5
139,"gf","gf, federal government spending",-2.37819,.2718029,1994,3,1994.5
139,"gs","gs, state government spending",.089308,.5914704,1994,3,1994.5
139,"gy","gy (growth rate of output)",.198041,-.2971831,1994,3,1994.5
139,"hs","hs (housing starts)",.017807,-.0059284,1994,3,1994.5
139,"ip","ip (industrial production)",1.42549,.0498964,1994,3,1994.5
139,"nri","nri, non-residential investment",4.15766,.7120985,1994,3,1994.5
139,"pi","pi (inflation)",-.779475,.1395398,1994,3,1994.5
139,"ri","ri, residential investment",-3.72901,-.7943099,1994,3,1994.5
139,"ue","ue (unemployment rate)",-.32055,-.18927,1994,3,1994.5
140,"3tb","3tb, 3 month t-bills interest rate",-.288,.8664809,1994,4,1994.75
140,"aaa","aaa, interest rate",-.943167,.7287771,1994,4,1994.75
140,"c","c, consumption",-.26337,.4308738,1994,4,1994.75
140,"cpi","cpi, cpi inflation",-.856146,.0260683,1994,4,1994.75
140,"gf","gf, federal government spending",-6.33307,-.9793596,1994,4,1994.75
140,"gs","gs, state government spending",-.277678,.16686,1994,4,1994.75
140,"gy","gy (growth rate of output)",-.814414,.2911409,1994,4,1994.75
140,"hs","hs (housing starts)",.005412,.0144453,1994,4,1994.75
140,"ip","ip (industrial production)",.928876,.2495143,1994,4,1994.75
140,"nri","nri, non-residential investment",1.63455,1.356382,1994,4,1994.75
140,"pi","pi (inflation)",-.820415,-.0129106,1994,4,1994.75
140,"ri","ri, residential investment",.086713,-.5916436,1994,4,1994.75
140,"ue","ue (unemployment rate)",-.179259,-.1959941,1994,4,1994.75
141,"3tb","3tb, 3 month t-bills interest rate",-.842377,.3453572,1995,1,1995
141,"aaa","aaa, interest rate",-.960704,-.2675722,1995,1,1995
141,"c","c, consumption",-.546162,.1371065,1995,1,1995
141,"cpi","cpi, cpi inflation",-.610986,-.0919643,1995,1,1995
141,"gf","gf, federal government spending",-3.85615,1.284084,1995,1,1995
141,"gs","gs, state government spending",-.889739,.1317918,1995,1,1995
141,"gy","gy (growth rate of output)",-1.15396,-.0996478,1995,1,1995
141,"hs","hs (housing starts)",.007996,.008044,1995,1,1995
141,"ip","ip (industrial production)",-.167176,.4395568,1995,1,1995
141,"nri","nri, non-residential investment",.778379,1.606897,1995,1,1995
141,"pi","pi (inflation)",-.518366,-.2110436,1995,1,1995
141,"ri","ri, residential investment",2.30474,-.3487691,1995,1,1995
141,"ue","ue (unemployment rate)",.092414,-.2794062,1995,1,1995
142,"3tb","3tb, 3 month t-bills interest rate",-.680692,-.4145923,1995,2,1995.25
142,"aaa","aaa, interest rate",-.7,-.3909861,1995,2,1995.25
142,"c","c, consumption",.294607,-.2193443,1995,2,1995.25
142,"cpi","cpi, cpi inflation",-.606196,.0181049,1995,2,1995.25
142,"gf","gf, federal government spending",-.445007,.2737049,1995,2,1995.25
142,"gs","gs, state government spending",.018153,.1300445,1995,2,1995.25
142,"gy","gy (growth rate of output)",-.132329,-.0927261,1995,2,1995.25
142,"hs","hs (housing starts)",.07888,-.0330765,1995,2,1995.25
142,"ip","ip (industrial production)",1.47219,-.6814225,1995,2,1995.25
142,"nri","nri, non-residential investment",-.812216,.6291476,1995,2,1995.25
142,"pi","pi (inflation)",-.766911,-.0344605,1995,2,1995.25
142,"ri","ri, residential investment",6.1356,.7631483,1995,2,1995.25
142,"ue","ue (unemployment rate)",-.022157,.1351674,1995,2,1995.25
143,"3tb","3tb, 3 month t-bills interest rate",-.362494,-.4649552,1995,3,1995.5
143,"aaa","aaa, interest rate",-.236792,-.5122048,1995,3,1995.5
143,"c","c, consumption",-.152432,-.1388717,1995,3,1995.5
143,"cpi","cpi, cpi inflation",-.537565,-.3185218,1995,3,1995.5
143,"gf","gf, federal government spending",-.333601,-.648349,1995,3,1995.5
143,"gs","gs, state government spending",.114313,-.227952,1995,3,1995.5
143,"gy","gy (growth rate of output)",-.289172,.1408796,1995,3,1995.5
143,"hs","hs (housing starts)",.095896,.0099135,1995,3,1995.5
143,"ip","ip (industrial production)",1.5548,.1616351,1995,3,1995.5
143,"nri","nri, non-residential investment",2.08508,.6628695,1995,3,1995.5
143,"pi","pi (inflation)",-.401894,-.3240247,1995,3,1995.5
143,"ri","ri, residential investment",4.84566,2.09479,1995,3,1995.5
143,"ue","ue (unemployment rate)",-.223178,.1218908,1995,3,1995.5
144,"3tb","3tb, 3 month t-bills interest rate",-.134,-.2972704,1995,4,1995.75
144,"aaa","aaa, interest rate",.158468,-.4475022,1995,4,1995.75
144,"c","c, consumption",-.022901,.1420065,1995,4,1995.75
144,"cpi","cpi, cpi inflation",.0763,-.4351009,1995,4,1995.75
144,"gf","gf, federal government spending",.766904,-.7602547,1995,4,1995.75
144,"gs","gs, state government spending",-.022686,.2567436,1995,4,1995.75
144,"gy","gy (growth rate of output)",-.087624,-.199708,1995,4,1995.75
144,"hs","hs (housing starts)",.050998,.0459721,1995,4,1995.75
144,"ip","ip (industrial production)",2.05183,-.394995,1995,4,1995.75
144,"nri","nri, non-residential investment",2.76507,.1923279,1995,4,1995.75
144,"pi","pi (inflation)",-.12555,-.4553443,1995,4,1995.75
144,"ri","ri, residential investment",.938694,1.109534,1995,4,1995.75
144,"ue","ue (unemployment rate)",-.204091,-.087839,1995,4,1995.75
145,"3tb","3tb, 3 month t-bills interest rate",.22759,-.3629602,1996,1,1996
145,"aaa","aaa, interest rate",.477655,-.2403293,1996,1,1996
145,"c","c, consumption",1.13005,-.3642902,1996,1,1996
145,"cpi","cpi, cpi inflation",.283797,-.2578454,1996,1,1996
145,"gf","gf, federal government spending",1.19385,.4164115,1996,1,1996
145,"gs","gs, state government spending",.559218,-.2893599,1996,1,1996
145,"gy","gy (growth rate of output)",1.16091,-.4285741,1996,1,1996
145,"hs","hs (housing starts)",.079036,-.0102367,1996,1,1996
145,"ip","ip (industrial production)",3.50099,-.658668,1996,1,1996
145,"nri","nri, non-residential investment",4.36687,-.9225699,1996,1,1996
145,"pi","pi (inflation)",-.160131,.0557046,1996,1,1996
145,"ri","ri, residential investment",1.58054,.2747038,1996,1,1996
145,"ue","ue (unemployment rate)",-.392326,.1144254,1996,1,1996
146,"3tb","3tb, 3 month t-bills interest rate",-.03039,.3203942,1996,2,1996.25
146,"aaa","aaa, interest rate",-.003222,.5985008,1996,2,1996.25
146,"c","c, consumption",.522131,-.0383914,1996,2,1996.25
146,"cpi","cpi, cpi inflation",-.491582,.2499985,1996,2,1996.25
146,"gf","gf, federal government spending",1.89345,-.7407017,1996,2,1996.25
146,"gs","gs, state government spending",.854926,-.0198887,1996,2,1996.25
146,"gy","gy (growth rate of output)",1.3549,-.0664891,1996,2,1996.25
146,"hs","hs (housing starts)",.063268,.0240551,1996,2,1996.25
146,"ip","ip (industrial production)",3.54369,.2521786,1996,2,1996.25
146,"nri","nri, non-residential investment",5.11286,-.2076191,1996,2,1996.25
146,"pi","pi (inflation)",-.323731,.0546846,1996,2,1996.25
146,"ri","ri, residential investment",4.02649,-2.581212,1996,2,1996.25
146,"ue","ue (unemployment rate)",-.303333,-.2147831,1996,2,1996.25
147,"3tb","3tb, 3 month t-bills interest rate",-.194207,.1588617,1996,3,1996.5
147,"aaa","aaa, interest rate",-.21857,.1600054,1996,3,1996.5
147,"c","c, consumption",1.07383,.1856632,1996,3,1996.5
147,"cpi","cpi, cpi inflation",-.828482,.1343049,1996,3,1996.5
147,"gf","gf, federal government spending",-.255582,-.122477,1996,3,1996.5
147,"gs","gs, state government spending",.378279,-.1019352,1996,3,1996.5
147,"gy","gy (growth rate of output)",1.34216,.1584617,1996,3,1996.5
147,"hs","hs (housing starts)",.049214,.0226735,1996,3,1996.5
147,"ip","ip (industrial production)",3.94504,.1657743,1996,3,1996.5
147,"nri","nri, non-residential investment",6.91885,1.048888,1996,3,1996.5
147,"pi","pi (inflation)",-.611996,.0594311,1996,3,1996.5
147,"ri","ri, residential investment",1.27276,.232718,1996,3,1996.5
147,"ue","ue (unemployment rate)",-.325155,-.1354955,1996,3,1996.5
148,"3tb","3tb, 3 month t-bills interest rate",-.101829,-.1263296,1996,4,1996.75
148,"aaa","aaa, interest rate",-.131312,-.2169613,1996,4,1996.75
148,"c","c, consumption",1.40221,.1343303,1996,4,1996.75
148,"cpi","cpi, cpi inflation",-.832178,-.1066107,1996,4,1996.75
148,"gf","gf, federal government spending",-.315333,.1082816,1996,4,1996.75
148,"gs","gs, state government spending",.414559,.0759208,1996,4,1996.75
148,"gy","gy (growth rate of output)",1.7521,.0772018,1996,4,1996.75
148,"hs","hs (housing starts)",.041555,.0250008,1996,4,1996.75
148,"ip","ip (industrial production)",5.4864,-.4357999,1996,4,1996.75
148,"nri","nri, non-residential investment",3.77616,.9585416,1996,4,1996.75
148,"pi","pi (inflation)",-.829024,-.1481373,1996,4,1996.75
148,"ri","ri, residential investment",3.38735,.8412973,1996,4,1996.75
148,"ue","ue (unemployment rate)",-.297222,-.1798176,1996,4,1996.75
149,"3tb","3tb, 3 month t-bills interest rate",-.065348,-.0513612,1997,1,1997
149,"aaa","aaa, interest rate",-.202627,-.0486694,1997,1,1997
149,"c","c, consumption",1.77767,.2760056,1997,1,1997
149,"cpi","cpi, cpi inflation",-1.3733,-.0555931,1997,1,1997
149,"gf","gf, federal government spending",-1.66682,.5378243,1997,1,1997
149,"gs","gs, state government spending",.055191,.1651862,1997,1,1997
149,"gy","gy (growth rate of output)",1.88925,.1592877,1997,1,1997
149,"hs","hs (housing starts)",.075286,-.0025863,1997,1,1997
149,"ip","ip (industrial production)",4.65606,.7304267,1997,1,1997
149,"nri","nri, non-residential investment",6.11534,.9379292,1997,1,1997
149,"pi","pi (inflation)",-1.05714,-.1032777,1997,1,1997
149,"ri","ri, residential investment",6.49114,1.082634,1997,1,1997
149,"ue","ue (unemployment rate)",-.456526,-.0118421,1997,1,1997
150,"3tb","3tb, 3 month t-bills interest rate",-.424043,.3207229,1997,2,1997.25
150,"aaa","aaa, interest rate",-.634582,.2964873,1997,2,1997.25
150,"c","c, consumption",1.97981,.159729,1997,2,1997.25
150,"cpi","cpi, cpi inflation",-1.45683,-.2067024,1997,2,1997.25
150,"gf","gf, federal government spending",1.43992,-.3114771,1997,2,1997.25
150,"gs","gs, state government spending",-.096869,.0150087,1997,2,1997.25
150,"gy","gy (growth rate of output)",1.23409,.1695099,1997,2,1997.25
150,"hs","hs (housing starts)",.083735,.0119503,1997,2,1997.25
150,"ip","ip (industrial production)",3.46254,.3728341,1997,2,1997.25
150,"nri","nri, non-residential investment",7.06005,1.264043,1997,2,1997.25
150,"pi","pi (inflation)",-1.3228,-.1636091,1997,2,1997.25
150,"ri","ri, residential investment",8.59339,.220602,1997,2,1997.25
150,"ue","ue (unemployment rate)",-.394851,-.2591119,1997,2,1997.25
151,"3tb","3tb, 3 month t-bills interest rate",-.299646,-.2308068,1997,3,1997.5
151,"aaa","aaa, interest rate",-.661253,-.1833257,1997,3,1997.5
151,"c","c, consumption",2.34749,.3468609,1997,3,1997.5
151,"cpi","cpi, cpi inflation",-1.04672,-.3624126,1997,3,1997.5
151,"gf","gf, federal government spending",-.294215,.2562228,1997,3,1997.5
151,"gs","gs, state government spending",.029453,.3786449,1997,3,1997.5
151,"gy","gy (growth rate of output)",1.13781,.2942002,1997,3,1997.5
151,"hs","hs (housing starts)",.099575,.0156823,1997,3,1997.5
151,"ip","ip (industrial production)",2.83489,.1420974,1997,3,1997.5
151,"nri","nri, non-residential investment",3.92469,.9123169,1997,3,1997.5
151,"pi","pi (inflation)",-1.35089,-.2124446,1997,3,1997.5
151,"ri","ri, residential investment",8.01113,1.852867,1997,3,1997.5
151,"ue","ue (unemployment rate)",-.300943,-.2239802,1997,3,1997.5
152,"3tb","3tb, 3 month t-bills interest rate",-.402737,-.1167061,1997,4,1997.75
152,"aaa","aaa, interest rate",-.536392,-.322081,1997,4,1997.75
152,"c","c, consumption",2.16582,.0828514,1997,4,1997.75
152,"cpi","cpi, cpi inflation",-.96884,-.2566285,1997,4,1997.75
152,"gf","gf, federal government spending",.069728,.435315,1997,4,1997.75
152,"gs","gs, state government spending",.104492,-.0921313,1997,4,1997.75
152,"gy","gy (growth rate of output)",1.5042,.0969556,1997,4,1997.75
152,"hs","hs (housing starts)",.115194,.0247873,1997,4,1997.75
152,"ip","ip (industrial production)",2.0886,.1714488,1997,4,1997.75
152,"nri","nri, non-residential investment",3.25041,1.17744,1997,4,1997.75
152,"pi","pi (inflation)",-1.27401,-.2394481,1997,4,1997.75
152,"ri","ri, residential investment",10.0447,.5445909,1997,4,1997.75
152,"ue","ue (unemployment rate)",-.27614,-.1446581,1997,4,1997.75
153,"3tb","3tb, 3 month t-bills interest rate",-.40603,-.1801891,1998,1,1998
153,"aaa","aaa, interest rate",-.209834,-.4647848,1998,1,1998
153,"c","c, consumption",2.5257,.4058518,1998,1,1998
153,"cpi","cpi, cpi inflation",-.680563,-.5352092,1998,1,1998
153,"gf","gf, federal government spending",.277541,.0984611,1998,1,1998
153,"gs","gs, state government spending",1.44386,-.0496895,1998,1,1998
153,"gy","gy (growth rate of output)",1.68246,-.0087033,1998,1,1998
153,"hs","hs (housing starts)",.111324,.040287,1998,1,1998
153,"ip","ip (industrial production)",1.07748,.0289959,1998,1,1998
153,"nri","nri, non-residential investment",4.24075,.7767458,1998,1,1998
153,"pi","pi (inflation)",-.994648,-.2336121,1998,1,1998
153,"ri","ri, residential investment",9.59479,2.042455,1998,1,1998
153,"ue","ue (unemployment rate)",-.254107,-.1162007,1998,1,1998
154,"3tb","3tb, 3 month t-bills interest rate",-.587862,.0423395,1998,2,1998.25
154,"aaa","aaa, interest rate",-.187117,.0058742,1998,2,1998.25
154,"c","c, consumption",2.19349,.383677,1998,2,1998.25
154,"cpi","cpi, cpi inflation",-.310186,-.100434,1998,2,1998.25
154,"gf","gf, federal government spending",2.12477,.2870114,1998,2,1998.25
154,"gs","gs, state government spending",.919972,.30906,1998,2,1998.25
154,"gy","gy (growth rate of output)",.910873,.0901052,1998,2,1998.25
154,"hs","hs (housing starts)",.103768,.0196698,1998,2,1998.25
154,"ip","ip (industrial production)",.987101,.2157493,1998,2,1998.25
154,"nri","nri, non-residential investment",1.14315,1.53164,1998,2,1998.25
154,"pi","pi (inflation)",-.646879,-.3327172,1998,2,1998.25
154,"ri","ri, residential investment",9.5672,-.9155775,1998,2,1998.25
154,"ue","ue (unemployment rate)",-.19954,-.154218,1998,2,1998.25
155,"3tb","3tb, 3 month t-bills interest rate",-.543733,-.1401734,1998,3,1998.5
155,"aaa","aaa, interest rate",-.002,-.0989848,1998,3,1998.5
155,"c","c, consumption",1.98527,.1229123,1998,3,1998.5
155,"cpi","cpi, cpi inflation",-.081403,-.0864206,1998,3,1998.5
155,"gf","gf, federal government spending",2.23109,.3496249,1998,3,1998.5
155,"gs","gs, state government spending",1.59435,-.2795806,1998,3,1998.5
155,"gy","gy (growth rate of output)",1.62036,.0306422,1998,3,1998.5
155,"hs","hs (housing starts)",.109693,.0204366,1998,3,1998.5
155,"ip","ip (industrial production)",1.47998,-.2160044,1998,3,1998.5
155,"nri","nri, non-residential investment",2.24932,-.4980739,1998,3,1998.5
155,"pi","pi (inflation)",-.614999,-.1341866,1998,3,1998.5
155,"ri","ri, residential investment",6.50154,1.228865,1998,3,1998.5
155,"ue","ue (unemployment rate)",-.188604,-.0764116,1998,3,1998.5
156,"3tb","3tb, 3 month t-bills interest rate",.380687,-.8974947,1998,4,1998.75
156,"aaa","aaa, interest rate",.745979,-.5840573,1998,4,1998.75
156,"c","c, consumption",2.72957,-.3641247,1998,4,1998.75
156,"cpi","cpi, cpi inflation",.242374,-.2615152,1998,4,1998.75
156,"gf","gf, federal government spending",5.02436,.0365611,1998,4,1998.75
156,"gs","gs, state government spending",2.14141,.0450095,1998,4,1998.75
156,"gy","gy (growth rate of output)",2.90095,-.5232992,1998,4,1998.75
156,"hs","hs (housing starts)",.105254,.026799,1998,4,1998.75
156,"ip","ip (industrial production)",2.88816,-.9882525,1998,4,1998.75
156,"nri","nri, non-residential investment",5.13257,-.2028571,1998,4,1998.75
156,"pi","pi (inflation)",-.349215,-.2902139,1998,4,1998.75
156,"ri","ri, residential investment",5.56827,.0569577,1998,4,1998.75
156,"ue","ue (unemployment rate)",-.472727,.1388612,1998,4,1998.75
157,"3tb","3tb, 3 month t-bills interest rate",.408475,.2475779,1999,1,1999
157,"aaa","aaa, interest rate",.827378,.2090736,1999,1,1999
157,"c","c, consumption",3.12252,.5155272,1999,1,1999
157,"cpi","cpi, cpi inflation",.723055,-.1749219,1999,1,1999
157,"gf","gf, federal government spending",.76814,.3331411,1999,1,1999
157,"gs","gs, state government spending",2.80564,.237627,1999,1,1999
157,"gy","gy (growth rate of output)",2.34813,.5854492,1999,1,1999
157,"hs","hs (housing starts)",.073125,.0556832,1999,1,1999
157,"ip","ip (industrial production)",2.34245,.5998493,1999,1,1999
157,"nri","nri, non-residential investment",4.86763,2.308241,1999,1,1999
157,"pi","pi (inflation)",.336881,-.3411822,1999,1,1999
157,"ri","ri, residential investment",3.26208,2.121186,1999,1,1999
157,"ue","ue (unemployment rate)",-.268739,-.3499999,1999,1,1999
158,"3tb","3tb, 3 month t-bills interest rate",.538222,.111453,1999,2,1999.25
158,"aaa","aaa, interest rate",.773455,.320041,1999,2,1999.25
158,"c","c, consumption",2.42056,.2791826,1999,2,1999.25
158,"cpi","cpi, cpi inflation",.891342,.1313534,1999,2,1999.25
158,"gf","gf, federal government spending",3.79183,.053132,1999,2,1999.25
158,"gs","gs, state government spending",.961254,.0932921,1999,2,1999.25
158,"gy","gy (growth rate of output)",2.52452,.3456662,1999,2,1999.25
158,"hs","hs (housing starts)",.01902,.0524733,1999,2,1999.25
158,"ip","ip (industrial production)",2.38174,.2636519,1999,2,1999.25
158,"nri","nri, non-residential investment",6.83428,-.0627516,1999,2,1999.25
158,"pi","pi (inflation)",.215596,.1109611,1999,2,1999.25
158,"ri","ri, residential investment",2.04324,.438123,1999,2,1999.25
158,"ue","ue (unemployment rate)",-.228198,-.1600535,1999,2,1999.25
159,"3tb","3tb, 3 month t-bills interest rate",.537556,.2925693,1999,3,1999.5
159,"aaa","aaa, interest rate",.356774,.5746067,1999,3,1999.5
159,"c","c, consumption",2.26774,.2069808,1999,3,1999.5
159,"cpi","cpi, cpi inflation",.940065,.1690099,1999,3,1999.5
159,"gf","gf, federal government spending",.872418,.5687372,1999,3,1999.5
159,"gs","gs, state government spending",1.37709,-.1001552,1999,3,1999.5
159,"gy","gy (growth rate of output)",2.28847,.2791107,1999,3,1999.5
159,"hs","hs (housing starts)",.056211,-.028548,1999,3,1999.5
159,"ip","ip (industrial production)",1.34515,.3822441,1999,3,1999.5
159,"nri","nri, non-residential investment",6.64442,.7748623,1999,3,1999.5
159,"pi","pi (inflation)",.176053,.0384881,1999,3,1999.5
159,"ri","ri, residential investment",.632866,-.8790156,1999,3,1999.5
159,"ue","ue (unemployment rate)",-.304505,-.014527,1999,3,1999.5
160,"3tb","3tb, 3 month t-bills interest rate",.568108,.1950093,1999,4,1999.75
160,"aaa","aaa, interest rate",.197333,.1808418,1999,4,1999.75
160,"c","c, consumption",1.69404,.3737297,1999,4,1999.75
160,"cpi","cpi, cpi inflation",.816822,.0745486,1999,4,1999.75
160,"gf","gf, federal government spending",.3725,.2901054,1999,4,1999.75
160,"gs","gs, state government spending",1.07898,.1549215,1999,4,1999.75
160,"gy","gy (growth rate of output)",1.24354,.4421925,1999,4,1999.75
160,"hs","hs (housing starts)",.0351,.019314,1999,4,1999.75
160,"ip","ip (industrial production)",.232221,.3747742,1999,4,1999.75
160,"nri","nri, non-residential investment",2.94413,1.990181,1999,4,1999.75
160,"pi","pi (inflation)",.40293,-.1565373,1999,4,1999.75
160,"ri","ri, residential investment",.778337,.215001,1999,4,1999.75
160,"ue","ue (unemployment rate)",-.238333,-.1697233,1999,4,1999.75
161,"3tb","3tb, 3 month t-bills interest rate",-.093167,.5695888,2000,1,2000
161,"aaa","aaa, interest rate",-.207489,.3390114,2000,1,2000
161,"c","c, consumption",1.12065,.2494712,2000,1,2000
161,"cpi","cpi, cpi inflation",1.00804,.0232169,2000,1,2000
161,"gf","gf, federal government spending",-1.16343,-.7427869,2000,1,2000
161,"gs","gs, state government spending",.927266,.3891121,2000,1,2000
161,"gy","gy (growth rate of output)",-.011525,.1511971,2000,1,2000
161,"hs","hs (housing starts)",.025608,.0147321,2000,1,2000
161,"ip","ip (industrial production)",-2.7276,.4780834,2000,1,2000
161,"nri","nri, non-residential investment",.795509,.7055557,2000,1,2000
161,"pi","pi (inflation)",.654393,.0436655,2000,1,2000
161,"ri","ri, residential investment",2.2053,-.3538191,2000,1,2000
161,"ue","ue (unemployment rate)",-.068333,-.185119,2000,1,2000
162,"3tb","3tb, 3 month t-bills interest rate",-.938441,.4169972,2000,2,2000.25
162,"aaa","aaa, interest rate",-.524513,.2350495,2000,2,2000.25
162,"c","c, consumption",.005737,.3918053,2000,2,2000.25
162,"cpi","cpi, cpi inflation",.402353,.394038,2000,2,2000.25
162,"gf","gf, federal government spending",.648321,.8071637,2000,2,2000.25
162,"gs","gs, state government spending",.751432,.2546838,2000,2,2000.25
162,"gy","gy (growth rate of output)",-1.38335,.5682567,2000,2,2000.25
162,"hs","hs (housing starts)",-.003415,.0307851,2000,2,2000.25
162,"ip","ip (industrial production)",-5.54952,.9602364,2000,2,2000.25
162,"nri","nri, non-residential investment",-6.08391,.7993507,2000,2,2000.25
162,"pi","pi (inflation)",.040218,.3930533,2000,2,2000.25
162,"ri","ri, residential investment",2.62508,.2826177,2000,2,2000.25
162,"ue","ue (unemployment rate)",.077892,-.1129902,2000,2,2000.25
163,"3tb","3tb, 3 month t-bills interest rate",-1.20786,-.2634822,2000,3,2000.5
163,"aaa","aaa, interest rate",-.274968,-.4003021,2000,3,2000.5
163,"c","c, consumption",-.199463,.0080177,2000,3,2000.5
163,"cpi","cpi, cpi inflation",.16398,-.0149948,2000,3,2000.5
163,"gf","gf, federal government spending",-.804777,-1.19352,2000,3,2000.5
163,"gs","gs, state government spending",.597695,-.2878622,2000,3,2000.5
163,"gy","gy (growth rate of output)",-2.2229,-.1673856,2000,3,2000.5
163,"hs","hs (housing starts)",.035271,-.0249795,2000,3,2000.5
163,"ip","ip (industrial production)",-7.24112,-.3629866,2000,3,2000.5
163,"nri","nri, non-residential investment",-10.8212,1.777663,2000,3,2000.5
163,"pi","pi (inflation)",-.038146,.0514826,2000,3,2000.5
163,"ri","ri, residential investment",3.20662,-1.148113,2000,3,2000.5
163,"ue","ue (unemployment rate)",.14811,.0608408,2000,3,2000.5
164,"3tb","3tb, 3 month t-bills interest rate",-2.09155,.1012002,2000,4,2000.75
164,"aaa","aaa, interest rate",-.411914,.0095487,2000,4,2000.75
164,"c","c, consumption",.070318,.1586673,2000,4,2000.75
164,"cpi","cpi, cpi inflation",-.671053,.114899,2000,4,2000.75
164,"gf","gf, federal government spending",2.47456,.7098228,2000,4,2000.75
164,"gs","gs, state government spending",1.67563,.0486953,2000,4,2000.75
164,"gy","gy (growth rate of output)",-2.00472,.0106465,2000,4,2000.75
