timeseq,forvar,forvarN,ind_fe,ind_fr,yyyy,qq,tm
37,"3tb","3tb, 3 month t-bills interest rate",,,1969,1,1969
37,"aaa","aaa, interest rate",,,1969,1,1969
37,"c","c, consumption",,,1969,1,1969
37,"cpi","cpi, cpi inflation",,,1969,1,1969
37,"gf","gf, federal government spending",,,1969,1,1969
37,"gs","gs, state government spending",,,1969,1,1969
37,"gy","gy (growth rate of output)",-1.29307,-.3549266,1969,1,1969
37,"hs","hs (housing starts)",-.059052,-.0139555,1969,1,1969
37,"ip","ip (industrial production)",.620034,-.2990753,1969,1,1969
37,"nri","nri, non-residential investment",,,1969,1,1969
37,"pi","pi (inflation)",2.01972,.1502373,1969,1,1969
37,"ri","ri, residential investment",,,1969,1,1969
37,"ue","ue (unemployment rate)",-.271858,-.1839113,1969,1,1969
38,"3tb","3tb, 3 month t-bills interest rate",,,1969,2,1969.25
38,"aaa","aaa, interest rate",,,1969,2,1969.25
38,"c","c, consumption",,,1969,2,1969.25
38,"cpi","cpi, cpi inflation",,,1969,2,1969.25
38,"gf","gf, federal government spending",,,1969,2,1969.25
38,"gs","gs, state government spending",,,1969,2,1969.25
38,"gy","gy (growth rate of output)",-2.46535,-.5632253,1969,2,1969.25
38,"hs","hs (housing starts)",-.135169,-.020072,1969,2,1969.25
38,"ip","ip (industrial production)",-2.94728,-.8487491,1969,2,1969.25
38,"nri","nri, non-residential investment",,,1969,2,1969.25
38,"pi","pi (inflation)",2.53303,.2565998,1969,2,1969.25
38,"ri","ri, residential investment",,,1969,2,1969.25
38,"ue","ue (unemployment rate)",-.025694,-.1878416,1969,2,1969.25
39,"3tb","3tb, 3 month t-bills interest rate",,,1969,3,1969.5
39,"aaa","aaa, interest rate",,,1969,3,1969.5
39,"c","c, consumption",,,1969,3,1969.5
39,"cpi","cpi, cpi inflation",,,1969,3,1969.5
39,"gf","gf, federal government spending",,,1969,3,1969.5
39,"gs","gs, state government spending",,,1969,3,1969.5
39,"gy","gy (growth rate of output)",-1.8236,-1.068098,1969,3,1969.5
39,"hs","hs (housing starts)",-.083116,-.1198017,1969,3,1969.5
39,"ip","ip (industrial production)",-3.19946,-.4563514,1969,3,1969.5
39,"nri","nri, non-residential investment",,,1969,3,1969.5
39,"pi","pi (inflation)",1.69285,.931646,1969,3,1969.5
39,"ri","ri, residential investment",,,1969,3,1969.5
39,"ue","ue (unemployment rate)",.17247,.0046297,1969,3,1969.5
40,"3tb","3tb, 3 month t-bills interest rate",,,1969,4,1969.75
40,"aaa","aaa, interest rate",,,1969,4,1969.75
40,"c","c, consumption",,,1969,4,1969.75
40,"cpi","cpi, cpi inflation",,,1969,4,1969.75
40,"gf","gf, federal government spending",,,1969,4,1969.75
40,"gs","gs, state government spending",,,1969,4,1969.75
40,"gy","gy (growth rate of output)",-2.53241,-1.635943,1969,4,1969.75
40,"hs","hs (housing starts)",.037885,-.1191937,1969,4,1969.75
40,"ip","ip (industrial production)",-5.21574,-2.257889,1969,4,1969.75
40,"nri","nri, non-residential investment",,,1969,4,1969.75
40,"pi","pi (inflation)",1.48375,.9851089,1969,4,1969.75
40,"ri","ri, residential investment",,,1969,4,1969.75
40,"ue","ue (unemployment rate)",.469455,.2208441,1969,4,1969.75
41,"3tb","3tb, 3 month t-bills interest rate",,,1970,1,1970
41,"aaa","aaa, interest rate",,,1970,1,1970
41,"c","c, consumption",,,1970,1,1970
41,"cpi","cpi, cpi inflation",,,1970,1,1970
41,"gf","gf, federal government spending",,,1970,1,1970
41,"gs","gs, state government spending",,,1970,1,1970
41,"gy","gy (growth rate of output)",-2.73993,-.1521487,1970,1,1970
41,"hs","hs (housing starts)",.085072,-.0492611,1970,1,1970
41,"ip","ip (industrial production)",-6.33548,-.1543154,1970,1,1970
41,"nri","nri, non-residential investment",,,1970,1,1970
41,"pi","pi (inflation)",1.79859,.0247217,1970,1,1970
41,"ri","ri, residential investment",,,1970,1,1970
41,"ue","ue (unemployment rate)",.700144,-.0454468,1970,1,1970
42,"3tb","3tb, 3 month t-bills interest rate",,,1970,2,1970.25
42,"aaa","aaa, interest rate",,,1970,2,1970.25
42,"c","c, consumption",,,1970,2,1970.25
42,"cpi","cpi, cpi inflation",,,1970,2,1970.25
42,"gf","gf, federal government spending",,,1970,2,1970.25
42,"gs","gs, state government spending",,,1970,2,1970.25
42,"gy","gy (growth rate of output)",-.317817,-.7698707,1970,2,1970.25
42,"hs","hs (housing starts)",.165142,-.0093052,1970,2,1970.25
42,"ip","ip (industrial production)",-2.9124,-.9002325,1970,2,1970.25
42,"nri","nri, non-residential investment",,,1970,2,1970.25
42,"pi","pi (inflation)",1.05633,.8480868,1970,2,1970.25
42,"ri","ri, residential investment",,,1970,2,1970.25
42,"ue","ue (unemployment rate)",.86381,.3383142,1970,2,1970.25
43,"3tb","3tb, 3 month t-bills interest rate",,,1970,3,1970.5
43,"aaa","aaa, interest rate",,,1970,3,1970.5
43,"c","c, consumption",,,1970,3,1970.5
43,"cpi","cpi, cpi inflation",,,1970,3,1970.5
43,"gf","gf, federal government spending",,,1970,3,1970.5
43,"gs","gs, state government spending",,,1970,3,1970.5
43,"gy","gy (growth rate of output)",-.874966,.2051586,1970,3,1970.5
43,"hs","hs (housing starts)",.202775,.0131643,1970,3,1970.5
43,"ip","ip (industrial production)",-2.73804,-.5572231,1970,3,1970.5
43,"nri","nri, non-residential investment",,,1970,3,1970.5
43,"pi","pi (inflation)",1.4379,-.3844827,1970,3,1970.5
43,"ri","ri, residential investment",,,1970,3,1970.5
43,"ue","ue (unemployment rate)",.78465,.3794674,1970,3,1970.5
44,"3tb","3tb, 3 month t-bills interest rate",,,1970,4,1970.75
44,"aaa","aaa, interest rate",,,1970,4,1970.75
44,"c","c, consumption",,,1970,4,1970.75
44,"cpi","cpi, cpi inflation",,,1970,4,1970.75
44,"gf","gf, federal government spending",,,1970,4,1970.75
44,"gs","gs, state government spending",,,1970,4,1970.75
44,"gy","gy (growth rate of output)",.316148,-.4796507,1970,4,1970.75
44,"hs","hs (housing starts)",.181379,.0631049,1970,4,1970.75
44,"ip","ip (industrial production)",-1.1161,-.3702381,1970,4,1970.75
44,"nri","nri, non-residential investment",,,1970,4,1970.75
44,"pi","pi (inflation)",.449182,.3832105,1970,4,1970.75
44,"ri","ri, residential investment",,,1970,4,1970.75
44,"ue","ue (unemployment rate)",.352754,.6541212,1970,4,1970.75
45,"3tb","3tb, 3 month t-bills interest rate",,,1971,1,1971
45,"aaa","aaa, interest rate",,,1971,1,1971
45,"c","c, consumption",,,1971,1,1971
45,"cpi","cpi, cpi inflation",,,1971,1,1971
45,"gf","gf, federal government spending",,,1971,1,1971
45,"gs","gs, state government spending",,,1971,1,1971
45,"gy","gy (growth rate of output)",.860257,.4732227,1971,1,1971
45,"hs","hs (housing starts)",.124267,.1000355,1971,1,1971
45,"ip","ip (industrial production)",.696121,.9770997,1971,1,1971
45,"nri","nri, non-residential investment",,,1971,1,1971
45,"pi","pi (inflation)",.177183,.2502584,1971,1,1971
45,"ri","ri, residential investment",,,1971,1,1971
45,"ue","ue (unemployment rate)",.193333,.2464172,1971,1,1971
46,"3tb","3tb, 3 month t-bills interest rate",,,1971,2,1971.25
46,"aaa","aaa, interest rate",,,1971,2,1971.25
46,"c","c, consumption",,,1971,2,1971.25
46,"cpi","cpi, cpi inflation",,,1971,2,1971.25
46,"gf","gf, federal government spending",,,1971,2,1971.25
46,"gs","gs, state government spending",,,1971,2,1971.25
46,"gy","gy (growth rate of output)",1.02162,.379234,1971,2,1971.25
46,"hs","hs (housing starts)",.143458,.0061967,1971,2,1971.25
46,"ip","ip (industrial production)",1.10105,1.049748,1971,2,1971.25
46,"nri","nri, non-residential investment",,,1971,2,1971.25
46,"pi","pi (inflation)",-.503314,.1422778,1971,2,1971.25
46,"ri","ri, residential investment",,,1971,2,1971.25
46,"ue","ue (unemployment rate)",.204561,.0833577,1971,2,1971.25
47,"3tb","3tb, 3 month t-bills interest rate",,,1971,3,1971.5
47,"aaa","aaa, interest rate",,,1971,3,1971.5
47,"c","c, consumption",,,1971,3,1971.5
47,"cpi","cpi, cpi inflation",,,1971,3,1971.5
47,"gf","gf, federal government spending",,,1971,3,1971.5
47,"gs","gs, state government spending",,,1971,3,1971.5
47,"gy","gy (growth rate of output)",.336882,1.231584,1971,3,1971.5
47,"hs","hs (housing starts)",.117479,.0503768,1971,3,1971.5
47,"ip","ip (industrial production)",.903901,1.58019,1971,3,1971.5
47,"nri","nri, non-residential investment",,,1971,3,1971.5
47,"pi","pi (inflation)",-.30871,-.4431419,1971,3,1971.5
47,"ri","ri, residential investment",,,1971,3,1971.5
47,"ue","ue (unemployment rate)",.305312,-.0188842,1971,3,1971.5
48,"3tb","3tb, 3 month t-bills interest rate",,,1971,4,1971.75
48,"aaa","aaa, interest rate",,,1971,4,1971.75
48,"c","c, consumption",,,1971,4,1971.75
48,"cpi","cpi, cpi inflation",,,1971,4,1971.75
48,"gf","gf, federal government spending",,,1971,4,1971.75
48,"gs","gs, state government spending",,,1971,4,1971.75
48,"gy","gy (growth rate of output)",1.74467,-.4098278,1971,4,1971.75
48,"hs","hs (housing starts)",.114193,.0281906,1971,4,1971.75
48,"ip","ip (industrial production)",3.54501,.0407456,1971,4,1971.75
48,"nri","nri, non-residential investment",,,1971,4,1971.75
48,"pi","pi (inflation)",-.360319,.0514572,1971,4,1971.75
48,"ri","ri, residential investment",,,1971,4,1971.75
48,"ue","ue (unemployment rate)",.06693,.2742184,1971,4,1971.75
49,"3tb","3tb, 3 month t-bills interest rate",,,1972,1,1972
49,"aaa","aaa, interest rate",,,1972,1,1972
49,"c","c, consumption",,,1972,1,1972
49,"cpi","cpi, cpi inflation",,,1972,1,1972
49,"gf","gf, federal government spending",,,1972,1,1972
49,"gs","gs, state government spending",,,1972,1,1972
49,"gy","gy (growth rate of output)",1.86704,.2758415,1972,1,1972
49,"hs","hs (housing starts)",.098734,.0373429,1972,1,1972
49,"ip","ip (industrial production)",3.34818,.3755659,1972,1,1972
49,"nri","nri, non-residential investment",,,1972,1,1972
49,"pi","pi (inflation)",.255963,.1693434,1972,1,1972
49,"ri","ri, residential investment",,,1972,1,1972
49,"ue","ue (unemployment rate)",-.073304,.0827752,1972,1,1972
50,"3tb","3tb, 3 month t-bills interest rate",,,1972,2,1972.25
50,"aaa","aaa, interest rate",,,1972,2,1972.25
50,"c","c, consumption",,,1972,2,1972.25
50,"cpi","cpi, cpi inflation",,,1972,2,1972.25
50,"gf","gf, federal government spending",,,1972,2,1972.25
50,"gs","gs, state government spending",,,1972,2,1972.25
50,"gy","gy (growth rate of output)",.954919,.3716427,1972,2,1972.25
50,"hs","hs (housing starts)",.064111,.0338253,1972,2,1972.25
50,"ip","ip (industrial production)",.603757,.2008495,1972,2,1972.25
50,"nri","nri, non-residential investment",,,1972,2,1972.25
50,"pi","pi (inflation)",.701585,.0378616,1972,2,1972.25
50,"ri","ri, residential investment",,,1972,2,1972.25
50,"ue","ue (unemployment rate)",-.122985,.0196425,1972,2,1972.25
51,"3tb","3tb, 3 month t-bills interest rate",,,1972,3,1972.5
51,"aaa","aaa, interest rate",,,1972,3,1972.5
51,"c","c, consumption",,,1972,3,1972.5
51,"cpi","cpi, cpi inflation",,,1972,3,1972.5
51,"gf","gf, federal government spending",,,1972,3,1972.5
51,"gs","gs, state government spending",,,1972,3,1972.5
51,"gy","gy (growth rate of output)",-.057497,.1190215,1972,3,1972.5
51,"hs","hs (housing starts)",.072919,-.0097999,1972,3,1972.5
51,"ip","ip (industrial production)",.683589,-.0052775,1972,3,1972.5
51,"nri","nri, non-residential investment",,,1972,3,1972.5
51,"pi","pi (inflation)",1.88004,.0860057,1972,3,1972.5
51,"ri","ri, residential investment",,,1972,3,1972.5
51,"ue","ue (unemployment rate)",-.186177,.0051517,1972,3,1972.5
52,"3tb","3tb, 3 month t-bills interest rate",,,1972,4,1972.75
52,"aaa","aaa, interest rate",,,1972,4,1972.75
52,"c","c, consumption",,,1972,4,1972.75
52,"cpi","cpi, cpi inflation",,,1972,4,1972.75
52,"gf","gf, federal government spending",,,1972,4,1972.75
52,"gs","gs, state government spending",,,1972,4,1972.75
52,"gy","gy (growth rate of output)",-.774661,.5427876,1972,4,1972.75
52,"hs","hs (housing starts)",-.028356,.0497727,1972,4,1972.75
52,"ip","ip (industrial production)",1.68688,.0569328,1972,4,1972.75
52,"nri","nri, non-residential investment",,,1972,4,1972.75
52,"pi","pi (inflation)",3.14556,-.176986,1972,4,1972.75
52,"ri","ri, residential investment",,,1972,4,1972.75
52,"ue","ue (unemployment rate)",-.157778,-.0793159,1972,4,1972.75
53,"3tb","3tb, 3 month t-bills interest rate",,,1973,1,1973
53,"aaa","aaa, interest rate",,,1973,1,1973
53,"c","c, consumption",,,1973,1,1973
53,"cpi","cpi, cpi inflation",,,1973,1,1973
53,"gf","gf, federal government spending",,,1973,1,1973
53,"gs","gs, state government spending",,,1973,1,1973
53,"gy","gy (growth rate of output)",-2.93066,-.2898639,1973,1,1973
53,"hs","hs (housing starts)",-.101039,.0266207,1973,1,1973
53,"ip","ip (industrial production)",-1.52431,.8046833,1973,1,1973
53,"nri","nri, non-residential investment",,,1973,1,1973
53,"pi","pi (inflation)",4.43857,.3102303,1973,1,1973
53,"ri","ri, residential investment",,,1973,1,1973
53,"ue","ue (unemployment rate)",.004624,-.1345046,1973,1,1973
54,"3tb","3tb, 3 month t-bills interest rate",,,1973,2,1973.25
54,"aaa","aaa, interest rate",,,1973,2,1973.25
54,"c","c, consumption",,,1973,2,1973.25
54,"cpi","cpi, cpi inflation",,,1973,2,1973.25
54,"gf","gf, federal government spending",,,1973,2,1973.25
54,"gs","gs, state government spending",,,1973,2,1973.25
54,"gy","gy (growth rate of output)",-4.17208,-.3298703,1973,2,1973.25
54,"hs","hs (housing starts)",-.166543,.0107285,1973,2,1973.25
54,"ip","ip (industrial production)",-2.90177,.3795438,1973,2,1973.25
54,"nri","nri, non-residential investment",,,1973,2,1973.25
54,"pi","pi (inflation)",4.77154,.6662536,1973,2,1973.25
54,"ri","ri, residential investment",,,1973,2,1973.25
54,"ue","ue (unemployment rate)",.098229,-.0209299,1973,2,1973.25
55,"3tb","3tb, 3 month t-bills interest rate",,,1973,3,1973.5
55,"aaa","aaa, interest rate",,,1973,3,1973.5
55,"c","c, consumption",,,1973,3,1973.5
55,"cpi","cpi, cpi inflation",,,1973,3,1973.5
55,"gf","gf, federal government spending",,,1973,3,1973.5
55,"gs","gs, state government spending",,,1973,3,1973.5
55,"gy","gy (growth rate of output)",-3.41625,-1.544847,1973,3,1973.5
55,"hs","hs (housing starts)",-.195427,-.0787871,1973,3,1973.5
55,"ip","ip (industrial production)",-1.80079,-1.550626,1973,3,1973.5
55,"nri","nri, non-residential investment",,,1973,3,1973.5
55,"pi","pi (inflation)",5.39803,.6860046,1973,3,1973.5
55,"ri","ri, residential investment",,,1973,3,1973.5
55,"ue","ue (unemployment rate)",.091556,.1151736,1973,3,1973.5
56,"3tb","3tb, 3 month t-bills interest rate",,,1973,4,1973.75
56,"aaa","aaa, interest rate",,,1973,4,1973.75
56,"c","c, consumption",,,1973,4,1973.75
56,"cpi","cpi, cpi inflation",,,1973,4,1973.75
56,"gf","gf, federal government spending",,,1973,4,1973.75
56,"gs","gs, state government spending",,,1973,4,1973.75
56,"gy","gy (growth rate of output)",-4.55523,-1.310892,1973,4,1973.75
56,"hs","hs (housing starts)",-.206455,-.1399047,1973,4,1973.75
56,"ip","ip (industrial production)",-3.25449,-2.628178,1973,4,1973.75
56,"nri","nri, non-residential investment",,,1973,4,1973.75
56,"pi","pi (inflation)",5.49291,1.468696,1973,4,1973.75
56,"ri","ri, residential investment",,,1973,4,1973.75
56,"ue","ue (unemployment rate)",.075439,.2273391,1973,4,1973.75
57,"3tb","3tb, 3 month t-bills interest rate",,,1974,1,1974
57,"aaa","aaa, interest rate",,,1974,1,1974
57,"c","c, consumption",,,1974,1,1974
57,"cpi","cpi, cpi inflation",,,1974,1,1974
57,"gf","gf, federal government spending",,,1974,1,1974
57,"gs","gs, state government spending",,,1974,1,1974
57,"gy","gy (growth rate of output)",-7.24586,-.0477554,1974,1,1974
57,"hs","hs (housing starts)",-.278347,-.0511587,1974,1,1974
57,"ip","ip (industrial production)",-10.1875,-.2530718,1974,1,1974
57,"nri","nri, non-residential investment",,,1974,1,1974
57,"pi","pi (inflation)",4.77541,1.155019,1974,1,1974
57,"ri","ri, residential investment",,,1974,1,1974
57,"ue","ue (unemployment rate)",.46881,.1248906,1974,1,1974
58,"3tb","3tb, 3 month t-bills interest rate",,,1974,2,1974.25
58,"aaa","aaa, interest rate",,,1974,2,1974.25
58,"c","c, consumption",,,1974,2,1974.25
58,"cpi","cpi, cpi inflation",,,1974,2,1974.25
58,"gf","gf, federal government spending",,,1974,2,1974.25
58,"gs","gs, state government spending",,,1974,2,1974.25
58,"gy","gy (growth rate of output)",-6.20362,-.3182376,1974,2,1974.25
58,"hs","hs (housing starts)",-.395501,-.01879,1974,2,1974.25
58,"ip","ip (industrial production)",-12.2694,-.910469,1974,2,1974.25
58,"nri","nri, non-residential investment",,,1974,2,1974.25
58,"pi","pi (inflation)",2.90384,1.031242,1974,2,1974.25
58,"ri","ri, residential investment",,,1974,2,1974.25
58,"ue","ue (unemployment rate)",1.33652,-.2160206,1974,2,1974.25
59,"3tb","3tb, 3 month t-bills interest rate",,,1974,3,1974.5
59,"aaa","aaa, interest rate",,,1974,3,1974.5
59,"c","c, consumption",,,1974,3,1974.5
59,"cpi","cpi, cpi inflation",,,1974,3,1974.5
59,"gf","gf, federal government spending",,,1974,3,1974.5
59,"gs","gs, state government spending",,,1974,3,1974.5
59,"gy","gy (growth rate of output)",-5.81853,-1.631118,1974,3,1974.5
59,"hs","hs (housing starts)",-.394752,-.0932791,1974,3,1974.5
59,"ip","ip (industrial production)",-14.9455,-1.115375,1974,3,1974.5
59,"nri","nri, non-residential investment",,,1974,3,1974.5
59,"pi","pi (inflation)",1.96417,1.422065,1974,3,1974.5
59,"ri","ri, residential investment",,,1974,3,1974.5
59,"ue","ue (unemployment rate)",1.65463,.0629008,1974,3,1974.5
60,"3tb","3tb, 3 month t-bills interest rate",,,1974,4,1974.75
60,"aaa","aaa, interest rate",,,1974,4,1974.75
60,"c","c, consumption",,,1974,4,1974.75
60,"cpi","cpi, cpi inflation",,,1974,4,1974.75
60,"gf","gf, federal government spending",,,1974,4,1974.75
60,"gs","gs, state government spending",,,1974,4,1974.75
60,"gy","gy (growth rate of output)",-.705093,-3.806324,1974,4,1974.75
60,"hs","hs (housing starts)",-.152333,-.3017645,1974,4,1974.75
60,"ip","ip (industrial production)",-5.54075,-7.03459,1974,4,1974.75
60,"nri","nri, non-residential investment",,,1974,4,1974.75
60,"pi","pi (inflation)",.113087,1.721933,1974,4,1974.75
60,"ri","ri, residential investment",,,1974,4,1974.75
60,"ue","ue (unemployment rate)",1.16868,1.048649,1974,4,1974.75
61,"3tb","3tb, 3 month t-bills interest rate",,,1975,1,1975
61,"aaa","aaa, interest rate",,,1975,1,1975
61,"c","c, consumption",,,1975,1,1975
61,"cpi","cpi, cpi inflation",,,1975,1,1975
61,"gf","gf, federal government spending",,,1975,1,1975
61,"gs","gs, state government spending",,,1975,1,1975
61,"gy","gy (growth rate of output)",2.54699,-1.708587,1975,1,1975
61,"hs","hs (housing starts)",-.063399,-.118394,1975,1,1975
61,"ip","ip (industrial production)",-.65293,-2.676823,1975,1,1975
61,"nri","nri, non-residential investment",,,1975,1,1975
61,"pi","pi (inflation)",-1.30082,.3115125,1975,1,1975
61,"ri","ri, residential investment",,,1975,1,1975
61,"ue","ue (unemployment rate)",.183138,1.118575,1975,1,1975
62,"3tb","3tb, 3 month t-bills interest rate",,,1975,2,1975.25
62,"aaa","aaa, interest rate",,,1975,2,1975.25
62,"c","c, consumption",,,1975,2,1975.25
62,"cpi","cpi, cpi inflation",,,1975,2,1975.25
62,"gf","gf, federal government spending",,,1975,2,1975.25
62,"gs","gs, state government spending",,,1975,2,1975.25
62,"gy","gy (growth rate of output)",2.64596,.36744,1975,2,1975.25
62,"hs","hs (housing starts)",-.043301,-.0512046,1975,2,1975.25
62,"ip","ip (industrial production)",-.135037,1.031624,1975,2,1975.25
62,"nri","nri, non-residential investment",,,1975,2,1975.25
62,"pi","pi (inflation)",-.647989,-.5022482,1975,2,1975.25
62,"ri","ri, residential investment",,,1975,2,1975.25
62,"ue","ue (unemployment rate)",-.563333,.6945901,1975,2,1975.25
63,"3tb","3tb, 3 month t-bills interest rate",,,1975,3,1975.5
63,"aaa","aaa, interest rate",,,1975,3,1975.5
63,"c","c, consumption",,,1975,3,1975.5
63,"cpi","cpi, cpi inflation",,,1975,3,1975.5
63,"gf","gf, federal government spending",,,1975,3,1975.5
63,"gs","gs, state government spending",,,1975,3,1975.5
63,"gy","gy (growth rate of output)",.736038,.7940909,1975,3,1975.5
63,"hs","hs (housing starts)",-.012869,-.0445567,1975,3,1975.5
63,"ip","ip (industrial production)",-.749175,-.2446411,1975,3,1975.5
63,"nri","nri, non-residential investment",,,1975,3,1975.5
63,"pi","pi (inflation)",-.629709,.0960703,1975,3,1975.5
63,"ri","ri, residential investment",,,1975,3,1975.5
63,"ue","ue (unemployment rate)",-.370526,-.232923,1975,3,1975.5
64,"3tb","3tb, 3 month t-bills interest rate",,,1975,4,1975.75
64,"aaa","aaa, interest rate",,,1975,4,1975.75
64,"c","c, consumption",,,1975,4,1975.75
64,"cpi","cpi, cpi inflation",,,1975,4,1975.75
64,"gf","gf, federal government spending",,,1975,4,1975.75
64,"gs","gs, state government spending",,,1975,4,1975.75
64,"gy","gy (growth rate of output)",-.532567,-.7327824,1975,4,1975.75
64,"hs","hs (housing starts)",.016575,-.0277776,1975,4,1975.75
64,"ip","ip (industrial production)",-1.28357,-.5282907,1975,4,1975.75
64,"nri","nri, non-residential investment",,,1975,4,1975.75
64,"pi","pi (inflation)",-1.18992,.3316104,1975,4,1975.75
64,"ri","ri, residential investment",,,1975,4,1975.75
64,"ue","ue (unemployment rate)",-.118723,-.1933792,1975,4,1975.75
65,"3tb","3tb, 3 month t-bills interest rate",,,1976,1,1976
65,"aaa","aaa, interest rate",,,1976,1,1976
65,"c","c, consumption",,,1976,1,1976
65,"cpi","cpi, cpi inflation",,,1976,1,1976
65,"gf","gf, federal government spending",,,1976,1,1976
65,"gs","gs, state government spending",,,1976,1,1976
65,"gy","gy (growth rate of output)",.153832,.2116665,1976,1,1976
65,"hs","hs (housing starts)",.005651,.0127963,1976,1,1976
65,"ip","ip (industrial production)",-1.02977,.4136977,1976,1,1976
65,"nri","nri, non-residential investment",,,1976,1,1976
65,"pi","pi (inflation)",-1.51253,.1968548,1976,1,1976
65,"ri","ri, residential investment",,,1976,1,1976
65,"ue","ue (unemployment rate)",.092083,-.1804854,1976,1,1976
66,"3tb","3tb, 3 month t-bills interest rate",,,1976,2,1976.25
66,"aaa","aaa, interest rate",,,1976,2,1976.25
66,"c","c, consumption",,,1976,2,1976.25
66,"cpi","cpi, cpi inflation",,,1976,2,1976.25
66,"gf","gf, federal government spending",,,1976,2,1976.25
66,"gs","gs, state government spending",,,1976,2,1976.25
66,"gy","gy (growth rate of output)",-.154824,.067224,1976,2,1976.25
66,"hs","hs (housing starts)",.01599,.0141922,1976,2,1976.25
66,"ip","ip (industrial production)",-.700268,-.0414425,1976,2,1976.25
66,"nri","nri, non-residential investment",,,1976,2,1976.25
66,"pi","pi (inflation)",-.769586,-.2303989,1976,2,1976.25
66,"ri","ri, residential investment",,,1976,2,1976.25
66,"ue","ue (unemployment rate)",.4875,-.3359375,1976,2,1976.25
67,"3tb","3tb, 3 month t-bills interest rate",,,1976,3,1976.5
67,"aaa","aaa, interest rate",,,1976,3,1976.5
67,"c","c, consumption",,,1976,3,1976.5
67,"cpi","cpi, cpi inflation",,,1976,3,1976.5
67,"gf","gf, federal government spending",,,1976,3,1976.5
67,"gs","gs, state government spending",,,1976,3,1976.5
67,"gy","gy (growth rate of output)",-.126247,.4384764,1976,3,1976.5
67,"hs","hs (housing starts)",.102139,-.0464846,1976,3,1976.5
67,"ip","ip (industrial production)",.648516,-.7531525,1976,3,1976.5
67,"nri","nri, non-residential investment",,,1976,3,1976.5
67,"pi","pi (inflation)",-.294306,-.6390527,1976,3,1976.5
67,"ri","ri, residential investment",,,1976,3,1976.5
67,"ue","ue (unemployment rate)",.461524,.0648363,1976,3,1976.5
68,"3tb","3tb, 3 month t-bills interest rate",,,1976,4,1976.75
68,"aaa","aaa, interest rate",,,1976,4,1976.75
68,"c","c, consumption",,,1976,4,1976.75
68,"cpi","cpi, cpi inflation",,,1976,4,1976.75
68,"gf","gf, federal government spending",,,1976,4,1976.75
68,"gs","gs, state government spending",,,1976,4,1976.75
68,"gy","gy (growth rate of output)",-.224955,.0650405,1976,4,1976.75
68,"hs","hs (housing starts)",.098799,.0399094,1976,4,1976.75
68,"ip","ip (industrial production)",.983827,-.3727602,1976,4,1976.75
68,"nri","nri, non-residential investment",,,1976,4,1976.75
68,"pi","pi (inflation)",.087079,-.3249788,1976,4,1976.75
68,"ri","ri, residential investment",,,1976,4,1976.75
68,"ue","ue (unemployment rate)",-.171532,.6036872,1976,4,1976.75
69,"3tb","3tb, 3 month t-bills interest rate",,,1977,1,1977
69,"aaa","aaa, interest rate",,,1977,1,1977
69,"c","c, consumption",,,1977,1,1977
69,"cpi","cpi, cpi inflation",,,1977,1,1977
69,"gf","gf, federal government spending",,,1977,1,1977
69,"gs","gs, state government spending",,,1977,1,1977
69,"gy","gy (growth rate of output)",-.32653,.0577742,1977,1,1977
69,"hs","hs (housing starts)",.044625,.0445061,1977,1,1977
69,"ip","ip (industrial production)",-1.32483,.7555404,1977,1,1977
69,"nri","nri, non-residential investment",,,1977,1,1977
69,"pi","pi (inflation)",.545859,-.089476,1977,1,1977
69,"ri","ri, residential investment",,,1977,1,1977
69,"ue","ue (unemployment rate)",-.495965,.2131222,1977,1,1977
70,"3tb","3tb, 3 month t-bills interest rate",,,1977,2,1977.25
70,"aaa","aaa, interest rate",,,1977,2,1977.25
70,"c","c, consumption",,,1977,2,1977.25
70,"cpi","cpi, cpi inflation",,,1977,2,1977.25
70,"gf","gf, federal government spending",,,1977,2,1977.25
70,"gs","gs, state government spending",,,1977,2,1977.25
70,"gy","gy (growth rate of output)",-.271554,.00668,1977,2,1977.25
70,"hs","hs (housing starts)",.034109,.0347703,1977,2,1977.25
70,"ip","ip (industrial production)",.252066,-.9689945,1977,2,1977.25
70,"nri","nri, non-residential investment",,,1977,2,1977.25
70,"pi","pi (inflation)",.794927,1.004422,1977,2,1977.25
70,"ri","ri, residential investment",,,1977,2,1977.25
70,"ue","ue (unemployment rate)",-.296748,-.3349326,1977,2,1977.25
71,"3tb","3tb, 3 month t-bills interest rate",,,1977,3,1977.5
71,"aaa","aaa, interest rate",,,1977,3,1977.5
71,"c","c, consumption",,,1977,3,1977.5
71,"cpi","cpi, cpi inflation",,,1977,3,1977.5
71,"gf","gf, federal government spending",,,1977,3,1977.5
71,"gs","gs, state government spending",,,1977,3,1977.5
71,"gy","gy (growth rate of output)",-.027862,-.4175907,1977,3,1977.5
71,"hs","hs (housing starts)",.062885,-.0179758,1977,3,1977.5
71,"ip","ip (industrial production)",.006351,-.9245597,1977,3,1977.5
71,"nri","nri, non-residential investment",,,1977,3,1977.5
71,"pi","pi (inflation)",.698887,.3113213,1977,3,1977.5
71,"ri","ri, residential investment",,,1977,3,1977.5
71,"ue","ue (unemployment rate)",-.383063,-.0406724,1977,3,1977.5
72,"3tb","3tb, 3 month t-bills interest rate",,,1977,4,1977.75
72,"aaa","aaa, interest rate",,,1977,4,1977.75
